event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Late Kitchen Service,2026-03-13,,Bacchanal Junction,Bloomfield,North,Our kitchen is serving late until 1 AM on Friday and Saturday!,Late Night Dining,Kitchen serving late until 1AM | Friday & Saturday.,,,0.8,bacchanalnj,https://www.instagram.com/p/DVtGooeuLd2/,https://scontent-mia3-1.cdninstagram.com/v/t51.71878-15/649225219_1462710982168739_8182253930054679637_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvYBz9yZy3kKEDGayOWQDcC-N1iBXSFeicH5WBtK-MsLZLGyUraStVQBSy0dsiQ4U&_nc_ohc=FoYk5kb7zksQ7kNvwFQL4U5&_nc_gid=HPwbQuIj-aQpCUvdC2eC5g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwG2IqN87VbzpiAkczDHrbsfjhnSP2WM0je7aiLK-FjhA&oe=69B904EB&_nc_sid=10d13b,https://www.instagram.com/p/DVtGooeuLd2/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3849762436994873206,True,True
Extended Dining Hours,2026-03-10,4:00 PM,Bacchanal Junction,Bloomfield,North,Enjoy extended dining hours Tuesday through Sunday!,Dining,Extended Dining Hours: Tue 4-10PM | Wed-Thu 4-11PM | Fri-Sat 4-1AM | Sun 2-9PM (restaurant closes 1 hour after).,,,0.8,bacchanalnj,https://www.instagram.com/p/DVtGooeuLd2/,https://scontent-mia3-1.cdninstagram.com/v/t51.71878-15/649225219_1462710982168739_8182253930054679637_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvYBz9yZy3kKEDGayOWQDcC-N1iBXSFeicH5WBtK-MsLZLGyUraStVQBSy0dsiQ4U&_nc_ohc=FoYk5kb7zksQ7kNvwFQL4U5&_nc_gid=HPwbQuIj-aQpCUvdC2eC5g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwG2IqN87VbzpiAkczDHrbsfjhnSP2WM0je7aiLK-FjhA&oe=69B904EB&_nc_sid=10d13b,https://www.instagram.com/p/DVtGooeuLd2/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3849762436994873206,True,True
Awaken JC Open Mic,2026-03-07,6:00 PM,Barshay’s VIP Restaurant,Jersey City,North,Unleash your authentic truth at Awaken JC's community open mic!,Open Mic,"Awaken JC opens the mic to the community for a night rooted in the theme: Voice, Expression & Authentic Truth. Musicians, poets, singers, and truth-speakers are invited to step forward and share their voice in a space designed for creativity, connection, and respect. Features include Open Mic, Vendors, and Community Vibes.",,Free before 7PM • $10 after,1.0,awakenjcopenmic,https://www.instagram.com/p/DVhitk2iYY8/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/642660558_17897907630404500_8127992180320987476_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEpaonJwS_gESm5CxwOlPxp608xHoZ1mz--7hhmrWaUwgCyCSEn-_J90nXne7XxJCU&_nc_ohc=w2_vahr9awgQ7kNvwE4O-HQ&_nc_gid=SfQX0DBHlZEbGrT870NFFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afx8I6b5833Vo8drPZS7BAIFRvOlImiqiNxApU-qOwsU1w&oe=69B8D8FD&_nc_sid=10d13b,https://www.instagram.com/p/DVhitk2iYY8/,https://www.instagram.com/awakenjcopenmic/,Awaken Jersey City Open Mic,3846508222278633020,True,False
"Newark Beauty Come-Unity: Free Haircuts, Fresh Styles, Family Care",2026-03-29,,"Newark, New Jersey",Newark,North,Get ready for a city-wide transformation as Newark's beauty community unites for free services!,Community Event,"The Newark Beauty Come-Unity event offers free haircuts, fresh styles, and family care as barbers, braiders, locticians, and beauticians come together to uplift the community. This event aims to provide dignity, opportunity, care, confidence, community, and pride. Children and seniors are specifically invited to receive services.",,Free,High,brickbandits,https://www.instagram.com/p/DVvozpfjcAc/,https://instagram.fric1-1.fna.fbcdn.net/v/t51.82787-15/650828859_18572346604005120_3885768579330491266_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fric1-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QEO9T030SkupY5R8ka-HhKaLx58DLj8LO0lBM_XQvABBg3cx702r9FnOxxD-l9UMBv7viZ4YV3sIvUpqZ-RAI1x&_nc_ohc=BygC-nn05jQQ7kNvwEhiNSQ&_nc_gid=VvgOXIjpq14BUmdywEOw4A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxDyeLeBUlMQHxRScs8YufmKU7y6dSwQidRkmAI_ieQMw&oe=69B8F245&_nc_sid=10d13b,https://www.instagram.com/p/DVvozpfjcAc/,https://www.instagram.com/brickbandits/,BRICK BANDITS CREW,3850475677531619356,True,False
BASS KNOCKING // AUTHENTIC // LEGENDARY,2026-03-21,,,,,Get ready for a legendary night of bass!,Concert,BASS KNOCKING // AUTHENTIC // LEGENDARY. Energy!,"['@djfresh973', '@djjayhood']",,0.9,brickbandits,https://www.instagram.com/p/DVjkoOXAZPj/,https://scontent-atl3-2.cdninstagram.com/v/t51.71878-15/648737206_2354296081737290_4688974652939934068_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEZlNio0t8VXjJriaaSx5QNsuTYfLzo2ojLhudh513ATfb1eoMeazbxcDRb4ym604U&_nc_ohc=xtF4vzBJKq0Q7kNvwEvJDnb&_nc_gid=L4MqJAoeaRVw7oYg3IM51A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzPo1d-ztRjWdVrRDaJsvWcW2oBS7BVXiunLM8LxqqaQQ&oe=69B8E910&_nc_sid=10d13b,https://www.instagram.com/p/DVjkoOXAZPj/,https://www.instagram.com/brickbandits/,BRICK BANDITS CREW,3847079600576369635,True,False
Two Year Anniversary Weekend,2026-03-13,,Bacchanal Junction,Bloomfield,North,Toast to two unforgettable years at Bacchanal Junction's anniversary celebration!,Anniversary,"Join us for an elevated weekend of indulgence, riddims and celebration as we toast to two unforgettable years. All Weekend specials: Up to 25% OFF Premium Bottles, $35 Signature h👀 kahs, $10 Rum Punch. Kitchen serving late until 1AM | Friday & Saturday.",,,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Fine Whine Friday,2026-03-13,8:00 PM,Bacchanal Junction,Bloomfield,North,Kick off your weekend with 'Fine Whine Friday' at Bacchanal Junction!,Music,We are aging like fine wine! Come oil your palette and waist! Sounds by DJ Morpheus.,@morpheusent,,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Two Year Anniversary Weekend,2026-03-14,,Bacchanal Junction,Bloomfield,North,Celebrate Bacchanal Junction's anniversary with Caribbean vibes and live music!,Anniversary,"Join us for an elevated weekend of indulgence, riddims and celebration as we toast to two unforgettable years. All Weekend specials: Up to 25% OFF Premium Bottles, $35 Signature h👀 kahs, $10 Rum Punch. Kitchen serving late until 1AM | Friday & Saturday.",,,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Caribbean Saturday!,2026-03-14,8:00 PM,Bacchanal Junction,Bloomfield,North,Experience island elegance and energy this Saturday at Bacchanal Junction!,Music,Island elegance + energy. Celebrations with Midnight Toast. Live Steel Pan by Earl Brooks Jr. and two DJs.,"@earlbrooksjr, @morpheusent, @renegade_redd",,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Two Year Anniversary Weekend,2026-03-15,,Bacchanal Junction,Bloomfield,North,End your weekend with a bubbly celebration at Bacchanal Junction's anniversary brunch!,Anniversary,"Join us for an elevated weekend of indulgence, riddims and celebration as we toast to two unforgettable years. All Weekend specials: Up to 25% OFF Premium Bottles, $35 Signature h👀 kahs, $10 Rum Punch. Kitchen serving late until 1AM | Friday & Saturday.",,,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Bacchanal Bubbly Brunch,2026-03-15,2:00 PM,Bacchanal Junction,Bloomfield,North,Sip on mimosas and celebrate at the Bacchanal Bubbly Brunch!,Brunch,Debuting 90 Minutes of Mimosas | $35 (available 2PM- 5PM). DJ at 4PM. A celebration worthy of the moment. Dress luxe. Arrive early. Celebrate all weekend.,DJ,$35,0.9,bacchanalnj,https://www.instagram.com/p/DVjBAlguYoW/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/648703055_2339677869886839_5469016809840609874_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGGEwAZSVfdwGtJZ0DvgarQuRL62EEpfWZ3IiNKebbcRTS_507Opwqox89ZJ50qlTAei6PXzAqvq9EWWdEBL7Lr&_nc_ohc=xQPDObUcVNgQ7kNvwHHSXCl&_nc_gid=43acxE8_eTA-vFZThVbYSw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxRnhQMZFHZ3rJ92bfw14dcmh11SCg9q8KebH50J0dDow&oe=69B8E176&_nc_sid=10d13b,https://www.instagram.com/p/DVjBAlguYoW/,https://www.instagram.com/bacchanalnj/,Bacchanal Junction,3846922945028524566,True,True
Birthday Celebration,2026-03-08,,Brivado Cigars,Orange,North,Celebrate with friends at Brivado Cigars!,social,Popped in to wish one of my @brickcityalphas chapter Brothers a happy birthday.,,,0.9,yasinforessex,https://www.instagram.com/p/DVnC8g4jXeg/,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/649319759_18042161717546061_309826795415083346_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFX9aDEJhTSJaN1M1Vckzj1PmKEg4JK-a4oqZUXuskXEASyNRs2J-VKdDAahrWXLVM&_nc_ohc=jIh5u6km9SYQ7kNvwG8NjI_&_nc_gid=TyIA6WUfAiDAEvX-t6frYg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwhRNMtuJ-psC4YPeaCUeDuf8MhUZ3FNvgF9cMZoR_nNg&oe=69B8F16D&_nc_sid=10d13b,https://www.instagram.com/p/DVnC8g4jXeg/,https://www.instagram.com/yasinforessex/,Abdur R. Yasin for Essex County Commissioner,3848057361181538208,True,False
AENJ & Youth Art Month (YAM) Exhibition,2026-03-17,,Artworks Trenton,Trenton,Central,Celebrate young artistic talent at the AENJ & Youth Art Month Exhibition!,Exhibition,"Featuring over 120 works by students in grades K–12, this exhibition highlights the imagination, skill, and dedication of young artists and the educators who support them. Youth Art Month, organized by the Art Educators of New Jersey (AENJ), recognizes the importance of art education and provides students with opportunities to share their voices through creative expression.",,,0.9,artworkstrenton,https://www.instagram.com/p/DVoR6f4FQcf/,https://scontent-den2-1.cdninstagram.com/v/t51.82787-15/649224445_18563662546041099_442277313394933441_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHI5iABGZJfTbnoF8fnnDeS8uB-Achm4-WlhPT4G8hR1GH9OiLYU66CZdrPFwqL_4c&_nc_ohc=mHXaQrNWAz4Q7kNvwGFcxRn&_nc_gid=ABvkluXWYeYgJcO1HDh98Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzaG4DciT3CCTJyq89C5NjLcZ58o0kTHbXWij9PZzbURQ&oe=69B8EB82&_nc_sid=10d13b,https://www.instagram.com/p/DVoR6f4FQcf/,https://www.instagram.com/artworkstrenton/,Artworks Trenton,3848404668335327007,True,False
AENJ & Youth Art Month (YAM) Exhibition Opening Reception,2026-03-21,6:00 PM,Artworks Trenton,Trenton,Central,Join us for the vibrant opening reception of the AENJ & Youth Art Month Exhibition!,Opening Reception,Join us to celebrate the creativity and talent of student artists from across Mercer County at the opening reception for the AENJ & Youth Art Month (YAM) Exhibition.,,,0.9,artworkstrenton,https://www.instagram.com/p/DVoR6f4FQcf/,https://scontent-den2-1.cdninstagram.com/v/t51.82787-15/649224445_18563662546041099_442277313394933441_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHI5iABGZJfTbnoF8fnnDeS8uB-Achm4-WlhPT4G8hR1GH9OiLYU66CZdrPFwqL_4c&_nc_ohc=mHXaQrNWAz4Q7kNvwGFcxRn&_nc_gid=ABvkluXWYeYgJcO1HDh98Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzaG4DciT3CCTJyq89C5NjLcZ58o0kTHbXWij9PZzbURQ&oe=69B8EB82&_nc_sid=10d13b,https://www.instagram.com/p/DVoR6f4FQcf/,https://www.instagram.com/artworkstrenton/,Artworks Trenton,3848404668335327007,True,False
AENJ & Youth Art Month (YAM) Exhibition,2026-04-11,,Artworks Trenton,Trenton,Central,Don't miss the last chance to see the incredible student art at the AENJ & Youth Art Month Exhibition!,Exhibition,"Featuring over 120 works by students in grades K–12, this exhibition highlights the imagination, skill, and dedication of young artists and the educators who support them. Youth Art Month, organized by the Art Educators of New Jersey (AENJ), recognizes the importance of art education and provides students with opportunities to share their voices through creative expression.",,,0.9,artworkstrenton,https://www.instagram.com/p/DVoR6f4FQcf/,https://scontent-den2-1.cdninstagram.com/v/t51.82787-15/649224445_18563662546041099_442277313394933441_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHI5iABGZJfTbnoF8fnnDeS8uB-Achm4-WlhPT4G8hR1GH9OiLYU66CZdrPFwqL_4c&_nc_ohc=mHXaQrNWAz4Q7kNvwGFcxRn&_nc_gid=ABvkluXWYeYgJcO1HDh98Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzaG4DciT3CCTJyq89C5NjLcZ58o0kTHbXWij9PZzbURQ&oe=69B8EB82&_nc_sid=10d13b,https://www.instagram.com/p/DVoR6f4FQcf/,https://www.instagram.com/artworkstrenton/,Artworks Trenton,3848404668335327007,True,False
Free Prom Gear Giveaway,2026-03-10,,Artworks Trenton,Trenton,Central,Get ready for your big day with free prom gear!,Giveaway,Come and get your Free prom gear and get ready for your big day.,,Free,0.9,mobilemindsofnj,https://www.instagram.com/p/DVtPJvdkUsQ/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/649234536_18403100977180351_3585979820600908306_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHpr-OKKciDIsKJadyDyijvXyKvTolt1bScHMywFn2KYuy9i0LfvLJ28HGyghN-qVk&_nc_ohc=FTFoOPyYNS8Q7kNvwFxUJPS&_nc_gid=DOUw31QsRmyoCt7ZtJvUiw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwqRyiz5WAU1C-snBzD2Hmu3FNA9Op1E74xR8dGKcyQIA&oe=69B8DD9D&_nc_sid=10d13b,https://www.instagram.com/p/DVtPJvdkUsQ/,https://www.instagram.com/mobilemindsofnj/,SEAL Acad/Mobile Minds Of NJ,3849799896606526224,True,False
Now Open,2026-03-12,12:00 PM,Afro Taco Food Truck,Hillside,Central,Get your fix of Ghanaian & Mexican fusion today!,Food Truck Opening,Afro Taco food truck is now open.,,,1.0,afro_taco,https://www.instagram.com/p/DVyfstljmRs/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/649833819_1891508578162231_6964999122664202354_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHLXA43Fb_gsrPFAD-V4rSG3s_aFk1bsVFBpnX1phF-eDiO9HsW4SdEyC-9oC-XLSs&_nc_ohc=FjGIGDV6GawQ7kNvwEzYeCH&_nc_gid=bXgTcUnoU-Qbv1SuC1XN-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwxdMVmM0Vtqze7KRT-k8sK2aycYu2QxDuPh6pgVThpUw&oe=69B8FE27&_nc_sid=10d13b,https://www.instagram.com/p/DVyfstljmRs/,https://www.instagram.com/afro_taco/,Cliff Mills 973-803-3764,3851280043402486892,True,False
Daily Specials,2026-03-12,,Afro Taco Food Truck,Hillside,Central,Don't miss out on daily and weekend specials at Afro Taco!,Daily Special,Daily & Weekend Specials available.,,,1.0,afro_taco,https://www.instagram.com/p/DVyfstljmRs/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/649833819_1891508578162231_6964999122664202354_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHLXA43Fb_gsrPFAD-V4rSG3s_aFk1bsVFBpnX1phF-eDiO9HsW4SdEyC-9oC-XLSs&_nc_ohc=FjGIGDV6GawQ7kNvwEzYeCH&_nc_gid=bXgTcUnoU-Qbv1SuC1XN-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwxdMVmM0Vtqze7KRT-k8sK2aycYu2QxDuPh6pgVThpUw&oe=69B8FE27&_nc_sid=10d13b,https://www.instagram.com/p/DVyfstljmRs/,https://www.instagram.com/afro_taco/,Cliff Mills 973-803-3764,3851280043402486892,True,False
Open Today,2026-03-12,12:30 PM,Afro Taco,Newark,North,Come and see what the hype is all about at Afro Taco today!,Restaurant Opening,Open today from 12:30 PM to 8:00 PM. Voted to Top $25 Restaurants in The State of NJ. Home of the famous Ghanian Jollof Rice. Ghanaian & Mexican Fair.,,,1.0,afro_taco,https://www.instagram.com/p/DVyfstljmRs/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/649833819_1891508578162231_6964999122664202354_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHLXA43Fb_gsrPFAD-V4rSG3s_aFk1bsVFBpnX1phF-eDiO9HsW4SdEyC-9oC-XLSs&_nc_ohc=FjGIGDV6GawQ7kNvwEzYeCH&_nc_gid=bXgTcUnoU-Qbv1SuC1XN-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwxdMVmM0Vtqze7KRT-k8sK2aycYu2QxDuPh6pgVThpUw&oe=69B8FE27&_nc_sid=10d13b,https://www.instagram.com/p/DVyfstljmRs/,https://www.instagram.com/afro_taco/,Cliff Mills 973-803-3764,3851280043402486892,True,False
Open,,,Afro Taco,Newark,North,Afro Taco is back and ready to serve you!,Operating Hours,Open Tuesday-Saturday. Voted to Top $25 Restaurants in The State of NJ. Home of the famous Ghanian Jollof Rice. Ghanaian & Mexican Fair.,,,1.0,afro_taco,https://www.instagram.com/p/DVyfstljmRs/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/649833819_1891508578162231_6964999122664202354_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHLXA43Fb_gsrPFAD-V4rSG3s_aFk1bsVFBpnX1phF-eDiO9HsW4SdEyC-9oC-XLSs&_nc_ohc=FjGIGDV6GawQ7kNvwEzYeCH&_nc_gid=bXgTcUnoU-Qbv1SuC1XN-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwxdMVmM0Vtqze7KRT-k8sK2aycYu2QxDuPh6pgVThpUw&oe=69B8FE27&_nc_sid=10d13b,https://www.instagram.com/p/DVyfstljmRs/,https://www.instagram.com/afro_taco/,Cliff Mills 973-803-3764,3851280043402486892,True,False
Afrobeat Wednesdays,2026-03-11,8:00 PM,Eko Atlantic Restaurant,Newark,North,Get ready for big vibes and big energy at Afrobeat Wednesdays!,Weekly Series,"Eat, Sip, Puff, Vibe at Afrobeat Wednesdays. Free before 12AM with RSVP. Doors open 8:00 PM to 2:00 AM.",,Free before 12AM with RSVP,0.9,afrobeatweds,https://www.instagram.com/p/DVuFn3TDeYd/,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/651012358_18052711133707694_1399746796170732739_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QE3yj4mMMt5RYzBH0Txv0ZzShs8t94M4MnNB-mDt_t4fRPGvE3FT8r2GQEALgA6gDs&_nc_ohc=xkm2gaFaHg4Q7kNvwETsDVQ&_nc_gid=vv_uSiQF5lO6s9Gk2GjtHg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwEjO95pi9zVQS-9fYy52vOW-UHMgviafryjJ01ZY5A_w&oe=69B8E849&_nc_sid=10d13b,https://www.instagram.com/p/DVuFn3TDeYd/,https://www.instagram.com/afrobeatweds/,Afrobeat Wednesdays,3850039461115979293,True,False
T ake Ova Fest NY Edition,2026-04-17,10:00 PM,Amazura,Jamaica,,Get ready for Take Ova Fest NY Edition with top DJs and a big celebration!,Festival,"A big celebration for all Aries & Taurus featuring DJ Platinum Kids, DJ Norie, DJ Self, and DJ Stakz.","DJ Platinum Kids, DJ Norie, DJ Self, DJ Stakz",Early Bird Available,0.9,showbizzent_chico,https://www.instagram.com/p/DVvDdwOgona/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649222480_18569319529047814_865235572989327702_n.heic?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-cY0a3n_DVG01n7ut0Nv_ISIXAfkA8sQjB_aYOo_uGT-2dh0GmiKqMiMl1JcdR_A&_nc_ohc=qVuIkdDTzCwQ7kNvwFdzUJ_&_nc_gid=f6aTWtFAcV55V5-WC_C3Hg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxoF-ioaN-CqshRT6P7fDN0X0TZPe-fA6qd3JVLvZdZsA&oe=69B8E1E7&_nc_sid=10d13b,https://www.instagram.com/p/DVvDdwOgona/,https://www.instagram.com/showbizzent_chico/,Claude Chico-ShowBizz Fleury,3850311445212465626,True,False
