event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Run in remembrance of Ahmaud Arbery,2026-02-22,8:00 AM,Fleet Feet Montclair,Montclair,North,Join Black Men Run nationwide in a run honoring Ahmaud Arbery!,Run/Walk,BMR chapters nationwide participating in and remembering the late Ahmaud Arbery.,,,0.8,blackmenrun,https://www.instagram.com/p/DVKkapaDGo1/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/642113959_18573048784051548_6694008160400004686_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFMkqbI8H5gsnyHzDLPjzsCplLUC4tSpY4dJBXd4o9UuHZkPZqj2M79lZIF5WRSgyo&_nc_ohc=ExncAx9deGYQ7kNvwG_nhtf&_nc_gid=Yp9-HA4g0FzYNdL-YA9pxw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvLCblvEVkCPuI8ouj_kGoCYf-XLn_N420JSmSvR7Q8ew&oe=69A568EB&_nc_sid=10d13b,https://www.instagram.com/p/DVKkapaDGo1/,https://www.instagram.com/blackmenrun/,Black Men Run,3840041793128000053,True,False
Reopening after storm closure,2026-02-24,,Big Shots Restaurant & Lounge,,Central,Big Shots Restaurant & Lounge is back open after a storm closure!,Business Opening,"Big Shots Restaurant & Lounge will re-open on Tuesday, February 24th after being closed due to a storm.",,,0.9,bigshotswoodbridge,https://www.instagram.com/p/DVERgLJEQSZ/,https://scontent-det1-1.cdninstagram.com/v/t51.82787-15/628871136_18573213595040023_1282667785230911308_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QH6q1uwZWA7mqC6sXD5cXdJq8Eaahz85Ovr9DKcOnfQyLUwINHuKvB4QO6B0WVEDpQ&_nc_ohc=2f8rfhqWjj4Q7kNvwHDRC5H&_nc_gid=NeEc5yqvOuqrpSu4Y0iIcg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvl6qHMj7_SKm0_xY3cCwsyq7vLMnUH-8Bbai_H110Acg&oe=69A57AC9&_nc_sid=10d13b,https://www.instagram.com/p/DVERgLJEQSZ/,https://www.instagram.com/bigshotswoodbridge/,Big Shots Restaurant & Lounge,3838269760203719833,True,False
AFRO-CARIBBEAN NIGHT DJ RUDE BOI BDAY BASH,2026-02-27,10:00 PM,The Royce AC,Atlantic City,South,Celebrate DJ Rude Boi's birthday at a massive Afro-Caribbean Night!,Birthday Party/Nightclub,"Afro-Caribbean Night featuring DJ Rude Boi's Birthday Bash with music genres including Afrobeats, Dancehall, Soca, Kompa, and Amapiano. Guestlist/tickets available. VIP sections are limited. Dress code enforced, 21+.","DJ Rude Boi, DJ Jay, DJ Eddie Frass, DJ Squiity",Guestlist/Tickets Available,5,afrocaribbean.ac,https://www.instagram.com/p/DVG5dOMAEPn/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/640904747_1445379783901053_6902211486124423347_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QENQDaSEk9wOPNhWtsKz8CSeRp4y-QXlfVYSWcPmP0VXffsHv13iWK8MhSvhPhpMFQ&_nc_ohc=hBSow0guspoQ7kNvwHPWdXd&_nc_gid=go36CPRtAKNMSqboRC-mXA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvZv-piZexp4-lr1IaGtR52JG4zv5W1U3eJp1ke2E9ebg&oe=69A564A5&_nc_sid=10d13b,https://www.instagram.com/p/DVG5dOMAEPn/,https://www.instagram.com/afrocaribbean.ac/,,3839008429129614311,True,False
AFRO-CARIBBEAN NIGHT DJ RUDE BOI BDAY BASH,2026-02-27,10:00 PM,The Royce AC,Atlantic City,South,Celebrate DJ Rude Boi's birthday with an epic Afro-Caribbean Night!,Party,"Afro-Caribbean Night featuring DJ Rude Boi's Birthday Bash. Music genres include Afrobeats, Dancehall, Soca, Kompa, and Amapiano. Doors open at 10 PM. Dress code enforced. 21+.","DJ Rude Boi, DJ Jay, DJ Eddie Frass, DJ Squity (Special Guest)",Guestlist/Tickets Available,0.9,afrocaribbean.ac,https://www.instagram.com/p/DVG5tHygLjp/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/641182832_817869081323024_2100396941320341489_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHfCkYcK0dtnprW2-u62Zb_15sIXMAKwEFUTch2Qe_6vHdJ3pKvnCagxYCgpV0GMN0&_nc_ohc=u5YQ2lB8bZcQ7kNvwGw7ZN8&_nc_gid=VT2ELTd3OZvF9dXDSOvmNg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsRBRO5aQ954LfOmlyAK7MGuafiS0QGBVSDsxMHJL_1cw&oe=69A573B0&_nc_sid=10d13b,https://www.instagram.com/p/DVG5tHygLjp/,https://www.instagram.com/afrocaribbean.ac/,,3839009521771002089,True,False
AFRO-CARIBBEAN NIGHT: DJ RUDE BOI BDAY BASH,2026-02-27,10:00 PM,The Royce AC,Atlantic City,South,Celebrate DJ Rude Boi's birthday at Afro-Caribbean Night!,Party,"Afro-Caribbean Night featuring DJ Rude Boi's Birthday Bash with music genres including Afrobeats, Dancehall, Soca, Kompa, and Amapiano. Special guest DJs include DJ Jay, DJ Eddie Frass, DJ Rudeboi, and DJ Squity. Guestlist and tickets are available, with the guestlist ending tonight. VIP sections are almost gone. Strict dress code enforced (21+).","DJ Rude Boi, DJ Jay, DJ Eddie Frass, DJ Rudeboi, DJ Squity, DJ Iamyounghitta",,0.9,afrocaribbean.ac,https://www.instagram.com/p/DVG404ogMIV/,https://instagram.flas1-1.fna.fbcdn.net/v/t51.71878-15/641180367_1432177401746806_7034246619376018323_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.flas1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF0tinXMygquHrw3EDj006rTwHnjeEEpAjZyRhYy7JlrPvG2jx0dRMKg5f0nZf3WCY&_nc_ohc=jnaw4NXvEgAQ7kNvwGrWe6p&_nc_gid=uXYXc14CBSfvXnGec57GlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftt85GpjSyL7Pb-Pmun-L-cEzTKCIWvVC7bD-uZknhyRw&oe=69A59454&_nc_sid=10d13b,https://www.instagram.com/p/DVG404ogMIV/,https://www.instagram.com/afrocaribbean.ac/,,3839005657206407701,True,False
Black Ass Comedy Show,2026-02-21,,Newark Culture Club,Newark,North,Don't miss Black Ass Comedy for a night of laughs and surprises!,Comedy Show,They said DEI was dead… But we on it! Either way bring that ass to Black Ass Comedy. You might get chose… or exposed. Hosted by @phunny_phy.,@phunny_phy,,0.9,blackasscomedy,https://www.instagram.com/p/DU_p8igjgZS/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/636915161_18315614086264496_4928293700814057565_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFtJKLdHZieALO2PvbMJj7hFHgwMqQ8_NAxoObNQAhvcIN8vPQTBUMz6img6tDP5g4&_nc_ohc=IYpYpYN2dCAQ7kNvwFpn-Zv&_nc_gid=Fqiayp2lJtEnq_vvGy2njg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvi5SY-KXnREl8p_H5IEyVdwixKuDxMRtMntPLt3W2q3A&oe=69A5924D&_nc_sid=10d13b,https://www.instagram.com/p/DU_p8igjgZS/,https://www.instagram.com/blackasscomedy/,Black Ass Comedy Show,3836969887671912018,True,False
AFRO-CARIBBEAN NIGHT: DJ RUDE BOI BDAY BASH,2026-02-27,10:00 PM,The Royce AC,Atlantic City,South,Get ready for an epic Afro-Caribbean night celebrating DJ Rude Boi's birthday with amazing music!,Party,"Afro-Caribbean Night featuring DJ Rude Boi's Birthday Bash. Music genres include Afrobeats, Dancehall, Soca, Kompa, and Amapiano. Hosted by Topman Philly. VIP sections and bottle service available. Dress code enforced.","DJ Rude Boi, DJ Jay, DJ Eddie Frass, DJ RudeBoi, Special Guest DJ: DJ Squity",Guestlist/Tickets Available Now,0.9,afrocaribbean.ac,https://www.instagram.com/p/DVG6IgfAHu4/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/639744028_804920255237565_4677238806738569951_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG_OGLnXouKEo0wK9h2gJp4-Q_GP-4QHUIFNTDab1fdu6Ck0yd_4htPK1ZrmWepDsTsFW1VNT-sGp2oJ6r28bV3&_nc_ohc=rvjbF4RspTsQ7kNvwHTBrnh&_nc_gid=YvbqdUd713-pTJrpL8GDkA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftYnx05gyhTJQYgEEoDIe3QTYKzfNFGxVnqqHc-APGb_g&oe=69A5870E&_nc_sid=10d13b,https://www.instagram.com/p/DVG6IgfAHu4/,https://www.instagram.com/afrocaribbean.ac/,,3839011403713248184,True,False
PLAYERS BALL 2026 Pisces Edition,2026-03-07,7:00 PM,GRAND BALL ROOM CO OP CITY,Bronx,,Get ready for the Players Ball 2026 Pisces Edition with live performances and a complimentary buffet!,Party/Ball,"PLAYERS BALL 2026 Pisces Edition featuring live performances by Melissa Morgan and Christopher Williams, music by DJ B-FATS, DJ SMOOVE SKI, and Dj Wonder Woman. Hosted by BOOGIE BLACK. Doors open at 7 PM with a complimentary buffet style dinner. Pisces birthday packages available.","Melissa Morgan, Christopher Williams, DJ B-FATS, DJ SMOOVE SKI, Dj Wonder Woman, BOOGIE BLACK",$60,0.9,djsmooveski,https://www.instagram.com/p/DVJX3MEjnTX/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/641866674_18563417863061358_8449217669980243371_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGIc-f8ze1tPjLMH5J4J06R5FF4ox7XxAZcMAL4WwpDkje4cgux2YohA_i4jLjlcwY&_nc_ohc=ePJyN3tMeV0Q7kNvwGcx4u-&_nc_gid=4OQ0W7sKjmMW4N33hSuH1g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afuon6y3aXcAZSeKDzdQee-NKLmfdSD_AA5yeBGwW5VaTg&oe=69A58ED8&_nc_sid=10d13b,https://www.instagram.com/p/DVJX3MEjnTX/,https://www.instagram.com/djsmooveski/,𝐃𝐉 𝐒𝐌𝐎𝐎𝐕𝐄 𝐒𝐊𝐈,3839705104912381143,True,False
Red Light Green Light - The Status Party,2026-02-28,10:00 PM,Big Shots Restaurant & Lounge,Iselin,Central,Party with Big Shots this Saturday for the Red Light Green Light Status Party!,Party,"The Red Light Green Light Status Party. Wear Red, Green, or Yellow to indicate your relationship status: Taken, Single, or It's Complicated. Doors open at 10 PM. Music by DJ CUE playing Hip Hop, R&B, Afrobeats, and Club Hits. No cover before 11 PM. Bottle service and kitchen open late. Color bands available at the door.",DJ CUE,No Cover Before 11 PM,5,bigshotswoodbridge,https://www.instagram.com/p/DVIEgAAjUAR/,https://scontent-lga3-3.cdninstagram.com/v/t51.71878-15/640457998_1293840095907358_4721507606696398587_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGqBF14IMyxaSB4hr8og63ThGodKWTw74uggPfyVG6O9jQWNiz5J-Kq0KOUnoLihHc&_nc_ohc=VSwDIAo_3oAQ7kNvwGkL-xB&_nc_gid=OJG3KYRmqtua1Zp_bt9yXQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsIlkGw9mam6mKg7da9kcPoigPU09dbJAqMcthaJlWZiw&oe=69A56832&_nc_sid=10d13b,https://www.instagram.com/p/DVIEgAAjUAR/,https://www.instagram.com/bigshotswoodbridge/,Big Shots Restaurant & Lounge,3839338473551904785,True,False
2nd Annual Ahmaud Arbery Unity Run 2026,2026-02-24,,REI Denver Flagship Store,Denver,,Join the Ahmaud Arbery Unity Run for a day of community and fitness!,Run,"The 2nd Annual Ahmaud Arbery Unity Run 2026 in the Mile High City – Denver, Colorado was a huge success! Big love and gratitude to @REI for being such amazing sponsors and hosts! Shoutout to all the runners, run clubs, and awesome vendors who came out and made the day unforgettable. The raffles were absolutely 🔥🔥🔥🔥🔥 We’ll see everyone again this June 2026 for the next Unity Run – Chapter 17! Unity in the CommUNITY! ❤️💛🤍 None of this would’ve been possible without each of you. Thank you for helping make our Colorado community better, cleaner, and safer.",,,0.9,blackmenrundenver,https://www.instagram.com/p/DVJK2yEgMRT/,https://scontent-sea5-1.cdninstagram.com/v/t51.71878-15/641199723_35223277737270643_4316831173034443056_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QF8Yjl3sWx0tFsXabJlmec-JZxioypKc1iuuXRPddCnRqVbrhaBvNR4IEUXA3Q6koE&_nc_ohc=BVPFaSVT838Q7kNvwH-8nag&_nc_gid=N99wn9jySH22DmoPlGYIZw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfthU2mszfAsjGVdxoRkzM5Co1t2osWcBm0WVlP5fcG46w&oe=69A584ED&_nc_sid=10d13b,https://www.instagram.com/p/DVJK2yEgMRT/,https://www.instagram.com/blackmenrundenver/,Black Men Run Denver,3839647902389552211,False,False
Unity Run – Chapter 17,2026-06-01,,,,,Get ready for the next Unity Run this June!,Run,We’ll see everyone again this June 2026 for the next Unity Run – Chapter 17! Unity in the CommUNITY!,,,0.8,blackmenrundenver,https://www.instagram.com/p/DVJK2yEgMRT/,https://scontent-sea5-1.cdninstagram.com/v/t51.71878-15/641199723_35223277737270643_4316831173034443056_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QF8Yjl3sWx0tFsXabJlmec-JZxioypKc1iuuXRPddCnRqVbrhaBvNR4IEUXA3Q6koE&_nc_ohc=BVPFaSVT838Q7kNvwH-8nag&_nc_gid=N99wn9jySH22DmoPlGYIZw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfthU2mszfAsjGVdxoRkzM5Co1t2osWcBm0WVlP5fcG46w&oe=69A584ED&_nc_sid=10d13b,https://www.instagram.com/p/DVJK2yEgMRT/,https://www.instagram.com/blackmenrundenver/,Black Men Run Denver,3839647902389552211,False,False
Black Ass Comedy Show - Richmond Tour Stop,2026-02-28,6:30 PM,Vagabond,Richmond,,Get ready for a night of laughter with Black Ass Comedy in Richmond!,Comedy Show,"Black Ass Comedy is pulling up to Richmond for the first time ever with their full tour energy, featuring a lineup of hilarious comedians for Black History Month. Doors open at 5:30 PM, show starts at 6:30 PM.","['@therealkennyblacc', '@lizbarlow2', '@malachifox_', '@iamjemar91', '@comedianrome', 'Kenny Blace']",$20,0.9,blackasscomedy,https://www.instagram.com/p/DU9juqSINtV/,https://scontent-hou1-1.cdninstagram.com/v/t51.82787-15/639971709_18315521374264496_621222656031388066_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHMnMyVhLZN9A2j3-UmTiuwzoSUwZwcmSYLeb1LGxY5n0lvndKbz-o_p6VADeXdhVqM5lX_9lRApTngc7GRyByA&_nc_ohc=0fM8DEt5IxgQ7kNvwGlcBFS&_nc_gid=ekSC7k2zIDvpVQjqId7PaA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu2KU6zBtKkavdSt7aqWmOKzwdv8pPAgPoiTf711MFdUw&oe=69A58D54&_nc_sid=10d13b,https://www.instagram.com/p/DU9juqSINtV/,https://www.instagram.com/blackasscomedy/,Black Ass Comedy Show,3836379595714648917,True,False
Winter Idol Top 4 Finals,2026-02-24,,BIG SHOTS Restaurant & Lounge,,,Witness the ultimate showdown at Winter Idol's Top 4 Finals!,Competition,"Meet the BIGSHOTS Winter Idol Top 4 Finalists! Who will win the $1000 grand Prize provided by Diageo, Crown Royal, & Johnnie Walker Black.",,$1000 grand prize,0.8,mc_jesselee,https://www.instagram.com/p/DVH8H6xEZd1/,https://scontent-det1-1.cdninstagram.com/v/t51.82787-15/640129095_18220905808311022_8975202066184765657_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEwmA1qk-mIfFIEEAZzU98JkzQhiMLQoh0kR-x5ze4LBaOlwmoUPUxjO5JUiUbihhexIhioyMx1hK4iyAlVfoLC&_nc_ohc=WcZyXxxlAY8Q7kNvwEmlOc2&_nc_gid=ya9f-KSX2I0aHg9B9X82TQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftLUjitw0HUe5sTSeSbx0mnIZXhegqPAVws-Iims6z5Hg&oe=69A59119&_nc_sid=10d13b,https://www.instagram.com/p/DVH8H6xEZd1/,https://www.instagram.com/mc_jesselee/,Jesse Lee,3839301634283902837,True,False
Ladies Night,2026-02-25,4:30 PM,Black Oyster Cocktail Company,Downtown Newark,Central,Get ready for Ladies Night at Black Oyster Cocktail Company tonight!,Ladies Night,Join us for Ladies Night at Black Oyster Cocktail Company. Come through and try our Famous Char grilled Oysters!,,,0.9,blackoysterco,https://www.instagram.com/p/DVMQGJ6kgWW/,https://instagram.fosu2-2.fna.fbcdn.net/v/t51.82787-15/629070474_18073919936571490_4564217470360210024_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fosu2-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QEf5jOgbkKZoXeze3v5JMHjOol2G0r9yr1LqVKAiNWJ9GAiTYnAX9FXEWnfNvKh1qR6DoxMuRn7SvlUSkGN5OqK&_nc_ohc=ZsQwS3lCxe0Q7kNvwFsODRm&_nc_gid=kBXi9q3BzQOKGfPjvPXI1w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvt2Nsp_Tjz0oLtsXavSj8qdPCz4ImufbxR0pU_dwL4Xw&oe=69A58D9A&_nc_sid=10d13b,https://www.instagram.com/p/DVMQGJ6kgWW/,https://www.instagram.com/blackoysterco/,Black Oyster Cocktail Company,3840515373947553174,False,False
Black History Month Celebration - Support Black Owned Businesses,2026-02-01,,,,North,Celebrate Black History Month all month long!,Celebration,"Black History Month is an annual observance originating in the United States, where it is also known as African-American History Month. It has received official recognition from governments in the United States and Canada, and more recently has been observed in Ireland, and the United Kingdom. Support Black Owned Businesses.",,,0.7,north_nj_profresh,https://www.instagram.com/p/DU8r5KCkf1E/,https://scontent-dfw5-1.cdninstagram.com/v/t51.82787-15/637220646_18412040314123092_3008546689637503947_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF0Z3HOVqYEPf4khtRD3_YK0qJf39kJskr4nX0RuHR8q-0yz2pHQP17B2dJU76Ah6Cgo76H6dFOeHdUuwrItX-u&_nc_ohc=rfP64CfMjVEQ7kNvwESDqUA&_nc_gid=iJB-wL1xOEsJ7F8g9a91pg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuhryX6ieIBGcl-nbHPMryz_-DBgFfLl_0w7DOAW34akQ&oe=69A57E86&_nc_sid=10d13b,https://www.instagram.com/p/DU8r5KCkf1E/,https://www.instagram.com/north_nj_profresh/,NSBE North Jersey Professional,3836134026403511620,True,False
Cornbread Feature,2026-02-19,,Cornbread,Montclair,North,Support local Black-owned businesses today!,Feature,Today we are featuring Cornbread in Montclair!,,,0.9,north_nj_profresh,https://www.instagram.com/p/DU8r5KCkf1E/,https://scontent-dfw5-1.cdninstagram.com/v/t51.82787-15/637220646_18412040314123092_3008546689637503947_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF0Z3HOVqYEPf4khtRD3_YK0qJf39kJskr4nX0RuHR8q-0yz2pHQP17B2dJU76Ah6Cgo76H6dFOeHdUuwrItX-u&_nc_ohc=rfP64CfMjVEQ7kNvwESDqUA&_nc_gid=iJB-wL1xOEsJ7F8g9a91pg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuhryX6ieIBGcl-nbHPMryz_-DBgFfLl_0w7DOAW34akQ&oe=69A57E86&_nc_sid=10d13b,https://www.instagram.com/p/DU8r5KCkf1E/,https://www.instagram.com/north_nj_profresh/,NSBE North Jersey Professional,3836134026403511620,True,False
2016 HAUS PARTY,2026-02-28,10:00 PM,BIRCH HOBOKEN,Hoboken,North,Relive 2016 with a throwback Haus Party this Saturday at Birch Hoboken!,Party,"Throw it way back this Saturday with the playlist that raised you. Featuring a 2016 throwback theme night with 2016 Hip-Hop, EDM, Throwback Top 40 music by 2FACE X T-MO. All night drink specials include $4 Red Solo Draft Beers, $5 Green Tea Shots, $6 Birch Jungle Juice, and $7 Casamigos Shots. Get your 2016 crew together for a night of beer kegs, Snapchat filters & college party classics!",2FACE X T-MO,,High,birchhoboken,https://www.instagram.com/p/DVJz6m-kjus/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/641145164_18391931581146814_8903519681376164619_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QF9qKzVgaa8FgllVnWrz96Mxjj1DB8ni0hFRJDgJWVRjHSrfNXYUch1M20WbOXGXDQ&_nc_ohc=aoh_u7o_9z4Q7kNvwG8BVar&_nc_gid=9Oq-HEcMIDD1dllbtXFDhQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuuFYr-qaFBWh-3Dfyg5mXbSOtkivL2YWkOFPamfyLLcQ&oe=69A56211&_nc_sid=10d13b,https://www.instagram.com/p/DVJz6m-kjus/,https://www.instagram.com/birchhoboken/,BIRCH HOBOKEN,3839828485263735724,True,False
Singles Night,2026-02-25,,Concourse Club,,,Recap the unforgettable Singles Night at Concourse Club!,Singles Night,"Singles Night Recap at Concourse Club. Thank you to everyone who came out and made the night what it was. The energy, the conversations, the connections… unmatched.",,,1.0,hotspotsocialclub,https://www.instagram.com/p/DVMKZvGkZtT/,https://scontent-mia5-2.cdninstagram.com/v/t51.82787-15/642036030_17875887102524400_7401679216682463429_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGytNz-r1hS4L69z8XGX28z9WXC3gDWjeHCfE3lVveLd8yzSN_-yP838ZDFKg_6GUs&_nc_ohc=4hXegJIK23YQ7kNvwGYlqLw&_nc_gid=4jgTmT5P5Um1FAzKP41R0A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvpB41TJJq-U37ZV6q92FGQwDduGvCOgXD954e1mo7m8g&oe=69A575CF&_nc_sid=10d13b,https://www.instagram.com/p/DVMKZvGkZtT/,https://www.instagram.com/hotspotsocialclub/,,3840490331268291411,True,False
AFRO-CARIBBEAN NIGHT 🔥 DJ RUDE BOI BDAY BASH 🎉,2026-02-27,10:00 PM,The Royce AC,Atlantic City,South,Get ready for a massive Afro-Caribbean Night and DJ Rude Boi's birthday bash!,Party,Afrobeats • Dancehall • Soca • Kompa • Amapiano. Guestlist/Tickets Available Now. VIP Sections Almost Gone. Dress Code Enforced | 21+. This one hitting capacity.,"DJ Rude Boi, DJ Jay, DJ Eddie Frass, DJ Rudeboi, Special Guest DJ: DJ Squity",Guestlist/Tickets Available,0.9,afrocaribbean.ac,https://www.instagram.com/p/DVG6oeVgEAw/,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/642260528_841702432214603_7964523192374485081_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFhno31NDmL1iNdRS--te5F8yyRA4rVhfVfTh1g6PMYVXQCyVr5Ui1bQfENgrICFY0&_nc_ohc=wzamCFBM6ZEQ7kNvwG3vj8-&_nc_gid=HJwZIAmMDvyII4-Uep27IA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsQIJJwsSN9vdvuqdNc_xNMXUas21YOsOPRJ3YxpdCqzQ&oe=69A56C9E&_nc_sid=10d13b,https://www.instagram.com/p/DVG6oeVgEAw/,https://www.instagram.com/afrocaribbean.ac/,,3839013600429621296,True,False
Tipsy Taco Tuesdays,2026-02-25,4:00 PM,Levelz Lounge,Newark,North,Get ready for Taco Tuesday deals and $5 shots all night!,Weekly,Every Tuesday at Levelz Lounge. Everyone free. $5 shots all night. Happy Hour from 4pm - 8pm with $2 Tacos & $2 Crabs. Hookah is cash only. Bottles are $175 all night. Kitchen open late. Featuring DJ Frank White and DJ Day2x.,"DJ Frank White, DJ Day2x","$5 shots, $2 Tacos, $2 Crabs, $15 Crabs, $2 Tequila Shots",1,tipsytacotuesday.nj,https://www.instagram.com/p/DVHlFTfif9V/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.82787-15/640434116_17854785243669794_4655006587014967085_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QHhw7zJEyOo-OhklHD3jTMeXWWNj4U4H-bWHb8N0yBBotsH2Ls6LXkvsfYq5HBXolA&_nc_ohc=zSchlNqng5sQ7kNvwG872En&_nc_gid=JgQTvjw3op4h-b86u3ZRAQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftKIO5_opf1G84I1_vU1sZXGYsaqJlxc4WlAk3vTtjofA&oe=69A58118&_nc_sid=10d13b,https://www.instagram.com/p/DVHlFTfif9V/,https://www.instagram.com/tipsytacotuesday.nj/,Tipsy Tuesday 🥂,3839200299605163861,True,True
